txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Chennai,mq18481,2022-07-19,Tuesday,43.4948,7612
Chennai,op18481,2022-07-19,Tuesday,18.4552,3796
Mysore,uy26932,2022-07-19,Tuesday,37.948800000000006,7601
Mysore,yt26932,2022-07-19,Tuesday,52.5336,9855
Mysore,yt26932,2022-07-20,Wednesday,7.4222,1041
Bangalore,ga23521,2022-07-20,Wednesday,3.3158000000000003,1965
Bangalore,qw23521,2022-07-20,Wednesday,14.360599999999998,3390
Chennai,mq18481,2022-07-20,Wednesday,7.9296,2950
Chennai,op18481,2022-07-20,Wednesday,11.5168,2652
Mysore,uy26932,2022-07-20,Wednesday,8.7438,2846
Mysore,yt26932,2022-07-20,Wednesday,8.9326,3005
Bangalore,ga23521,2022-07-21,Thursday,20.5674,7811
Bangalore,qw23521,2022-07-21,Thursday,3.9530000000000003,1348
Chennai,mq18481,2022-07-21,Thursday,53.7254,14151
Chennai,op18481,2022-07-21,Thursday,60.8408,14125
Mysore,uy26932,2022-07-21,Thursday,45.2412,14577
Mysore,yt26932,2022-07-21,Thursday,30.443999999999996,4126
Bangalore,ga23521,2022-07-22,Friday,8.8854,2247
Bangalore,qw23521,2022-07-22,Friday,13.168800000000001,4719
Chennai,mq18481,2022-07-22,Friday,8.319,3185
Chennai,op18481,2022-07-22,Friday,6.8558,2398
Mysore,uy26932,2022-07-22,Friday,13.2278,3092
Mysore,yt26932,2022-07-22,Friday,5.4398,1150
Bangalore,ga23521,2022-07-23,Saturday,18.6676,4120
Bangalore,qw23521,2022-07-23,Saturday,19.694200000000002,4995
Chennai,mq18481,2022-07-23,Saturday,48.4508,9706
Chennai,op18481,2022-07-23,Saturday,1.3451999999999997,1147
Mysore,uy26932,2022-07-23,Saturday,17.5584,5095
Mysore,yt26932,2022-07-23,Saturday,2.5724,1984
Bangalore,ga23521,2022-07-24,Sunday,56.1326,15336
Bangalore,qw23521,2022-07-24,Sunday,36.226,9773
Chennai,mq18481,2022-07-24,Sunday,47.79,8590
Chennai,op18481,2022-07-24,Sunday,60.888,15269
Mysore,uy26932,2022-07-24,Sunday,40.0256,10330
Mysore,yt26932,2022-07-24,Sunday,27.1872,6938
Bangalore,ga23521,2022-07-25,Monday,16.1306,3406
Bangalore,qw23521,2022-07-25,Monday,3.8939999999999997,1879
Chennai,mq18481,2022-07-25,Monday,13.475600000000002,4583
Chennai,op18481,2022-07-25,Monday,11.269,1660
Mysore,uy26932,2022-07-25,Monday,4.8026,1819
Mysore,yt26932,2022-07-25,Monday,15.092200000000002,2591
Bangalore,ga23521,2022-07-26,Tuesday,16.9684,3274
Bangalore,qw23521,2022-07-26,Tuesday,44.025800000000004,9156
Chennai,mq18481,2022-07-26,Tuesday,76.7354,14236
Chennai,op18481,2022-07-26,Tuesday,43.9078,13142
Mysore,uy26932,2022-07-26,Tuesday,55.6606,13468
Mysore,yt26932,2022-07-26,Tuesday,35.6242,6273
Bangalore,qw23521,2022-07-27,Wednesday,31.6948,5229
Chennai,mq18481,2022-07-27,Wednesday,23.836,4200
Chennai,op18481,2022-07-27,Wednesday,21.428800000000003,2361
Mysore,uy26932,2022-07-27,Wednesday,39.8368,7338
Mysore,yt26932,2022-07-27,Wednesday,34.9398,8262
Bangalore,ga23521,2022-07-28,Thursday,5.2745999999999995,1839
Chennai,mq18481,2022-07-28,Thursday,20.331400000000002,2729
Chennai,op18481,2022-07-28,Thursday,1.3333999999999997,1563
Mysore,uy26932,2022-07-28,Thursday,10.8442,2531
Mysore,yt26932,2022-07-28,Thursday,54.586800000000004,12076
Bangalore,ga23521,2022-07-29,Friday,23.3994,5930
Bangalore,qw23521,2022-07-29,Friday,36.9576,7166
Chennai,mq18481,2022-07-29,Friday,17.7236,3664
Chennai,op18481,2022-07-29,Friday,28.2846,6025
Mysore,uy26932,2022-07-29,Friday,17.7,4904
Mysore,yt26932,2022-07-29,Friday,14.313400000000001,3844
Bangalore,ga23521,2022-07-30,Saturday,34.1256,7244
Bangalore,qw23521,2022-07-30,Saturday,10.797,3305
Chennai,mq18481,2022-07-30,Saturday,3.7288,1017
Chennai,op18481,2022-07-30,Saturday,20.7562,4075
Mysore,uy26932,2022-07-30,Saturday,15.788400000000001,6729
Mysore,yt26932,2022-07-30,Saturday,26.5382,6973
Bangalore,ga23521,2022-07-31,Sunday,9.0624,3152
Bangalore,qw23521,2022-07-31,Sunday,11.4106,1776
Chennai,mq18481,2022-07-31,Sunday,10.03,1312
Chennai,op18481,2022-07-31,Sunday,20.1308,5473
Mysore,uy26932,2022-07-31,Sunday,12.5906,4696
Mysore,yt26932,2022-07-31,Sunday,4.2008,1586
